Title,Year,Genres,Plot
The Pink Panther Strikes Again,1976,"Comedy, Crime","Charles Dreyfus escapes from the mental asylum and tries to kill Chief Inspector Jacques Clouseau. He doesn't succeed at first, so he takes on another strategy, namely to build a Doomsday machine and demand that someone else kills Jacques Clouseau, or Dreyfus will use the machine to wipe out whole cities and even whole countries... With about 22 assassins from all over the globe on his tail, Clouseau decides to find Dreyfus alone and put him back in the mental asylum."
The Man Who Fell to Earth,1976,"Sci-Fi, Drama","Thomas Jerome Newton is a humanoid alien who comes to Earth to get water for his dying planet. He starts a high technology company to get the billions of dollars he needs to build a return spacecraft, and meets Mary-Lou, a girl who falls in love with him. He does not count on the greed and ruthlessness of business here on Earth, however."
The Tenant,1976,"Drama, Thriller","In Paris, the shy bureaucrat Trelkovsky rents an old apartment without bathroom where the previous tenant, the Egyptologist Simone Choule, committed suicide. The unfriendly concierge (Shelley Winters) and the tough landlord Mr. Zy establish stringent rules of behavior and Trelkovsky feels ridden by his neighbors. Meanwhile he visits Simone in the hospital and befriends her girlfriend Stella. After the death of Simone, Trelkovsky feels obsessed for her and believes his landlord and neighbors are plotting a scheme to force him to also commit suicide."
Bugsy Malone,1976,"Comedy, Crime, Family","A gangster movie where all the gangsters are played by children. Instead of real bullets they use ""splurge guns"" that cover the victim in cream. The story tells of the rise of ""Bugsy Malone"" and the battle for power between ""Fat Sam"" and ""Dandy Dan""."
The Big Bus,1976,"Comedy, Action","The ultimate disaster film parody. A nuclear powered bus is going Non-stop from New York to Denver and is plagued by disasters due to the machinations of a mysterious group allied with the Oil lobby. When the driver is injured a washed up, down on his luck, but used to be great type, who as it happens, used to be engaged to the inventor's daughter is brought in to drive the giant bus which includes a one lane swimming pool and a one lane bowling alley."
All the President's Men,1976,"Biography, Drama, History","In the run-up to the 1972 elections, Washington Post reporter Bob Woodward covers what seems to be a minor break-in at the Democratic Party National headquarters. He is surprised to find top lawyers already on the defense case, and the discovery of names and addresses of Republican fund organizers on the accused further arouses his suspicions. The editor of the Post is prepared to run with the story and assigns Woodward and Carl Bernstein to it. They find the trail leading higher and higher in the Republican Party, and eventually into the White House itself."
Rollerball,1975,"Action, Sci-Fi, Sport","In a futuristic society where corporations have replaced countries, the violent game of Rollerball is used to control the populace by demonstrating the futility of individuality. However, one player, Jonathan E., rises to the top, fights for his personal freedom, and threatens the corporate control."
The Giant Spider Invasion,1975,"Horror, Sci-Fi","A black hole hits North Wisconsin and opens a door to other dimensions. Giant 15 meter spiders emerge from it, who have an appetite for human flesh! Dr. Jenny Langer and Dr. Vance from the NASA try to save the world."
Breakout,1975,"Action, Adventure, Drama","Jay Wagner is framed by the mob and sent to prison in Mexico. His wife, Ann tries to get him out. She then turns to bush pilot Nick Colton for help. And Colton is all to eager to do it. But the men who framed Jay will do what they have to make sure he doesn't escape."
Bite the Bullet,1975,"Action, Adventure, Western","At the beginning of the 20th century, a newspaper organizes an endurance horse race: 700 miles to run in a few days. 9 adventurers are competing, among them a woman, Miss Jones, a Mexican, an Englishman, a young cowboy, an old one and two friends, Sam Clayton and Luke Matthews. All those individualists will learn to respect each other."
A Woman Under the Influence,1974,"Drama, Romance","Peter Falk is a blue collar man trying to deal with his wife's mental instability. He fights to keep a semblance of normality in the face of her bizarre behavior, but when her actions affect their children, he has her committed."
Lenny,1974,"Biography, Drama",Interview-style biography of controversial and pioneering stand-up comedian Lenny Bruce. The film traces Bruce from his beginnings as a Catskills comic to his later underground popularity based on his anti-establishment politics and his scatological humor.
The Gambler,1974,"Crime, Drama","Axel Freed, a College Professor and very successful at his job, is a gambling junkie who wins big but loses it all at the same time. He borrowed from his girlfriend, his wealthy mother, and last but not least a Loan Shark from the Mob. It just gets worse for him because he loses all his cash each time and acts like it doesn't matter. But when his Girlfriend decides to leave him, his Mom decides to disown him, and the Mob wants to kill him, Axel decides to make a big score to win big and pay off everyone to stay alive and keep his dignity and come out ahead."
